gender,income,whatIsYourHeightExpressItAsANumberInMetresM,doYouFeelASenseOfPurposeAndMeaningInYourLife104,howDoYouReconcileSpiritualBeliefsWithScientificOrRationalThinki,howOftenDoYouFeelSociallyConnectedWithYourPeersAndFriends,doYouHaveASupportSystemOfFriendsAndFamilyToTurnToWhenNeeded,howOftenDoYouParticipateInSocialActivitiesIncludingClubsSportsV,doYouFeelComfortableEngagingInConversationsWithPeopleFromDiffer,doYouFeelASenseOfPurposeAndMeaningInYourLife105,alwaysAnxious,alwaysStressed,alwaysAccountableAndResponsibleForYourActions,alwaysCalm,myBodyIsHypermobileAndLovesToMove,alwaysHaveFun,alwaysSerious,alwaysDepressed,alwaysLoveAndCareForYourself,extremelyGoodAbilityToSense,alwaysHaveDigestiveProblems,iAmIntenselyInterestedInOtherPeople,iRarelyWakeUpFeelingRested,iFindMostThingsAmusing,iAmAlwaysCommittedAndInvolved,iDoNotThinkThatTheWorldIsAGoodPlace,iAmWellSatisfiedAboutEverythingInMyLife,iFindBeautyInSomeThings,iAlwaysHaveACheerfulEffectOnOthers,iFeelThatIAmNotEspeciallyInControlOfMyLife,iUsuallyHaveAGoodInfluenceOnEvents,iDontHaveFunWithOtherPeople,alwaysEngageInPreparingAndUsingYourSkillsAndTalentsInOrderToGai,alwaysMakingProgress,extremelyGoodCommunicator,iDontFeelParticularlyPleasedWithTheWayIAm,iFeelThatLifeIsVeryRewarding,iHaveVeryWarmFeelingsTowardsAlmostEveryone,iAmNotParticularlyOptimisticAboutTheFuture,lifeIsGood,iLaughALot,iDontThinkILookAttractive,happiness
Male,0 - 10k,140 - 150,No,They conflict,Never,"Yes, I have family",More than three times a week,Sometimes,No,1,1,1,0,0,-2,2,1,0,1,1,1,1,0,2,0,-2,1,1,2,0,-2,0,0,0,2,0,1,0,-1,-2,0,-14.7238
Male,80k - 120k,175 - 180,Yes,They complement each other,Rarely,"Yes, I have family",Rarely,Sometimes,Yes,-2,0,1,0,0,1,0,0,2,1,-2,0,-2,-2,0,0,-2,2,0,0,0,1,1,0,-2,-1,2,2,-2,2,0,0,18.3337
Female,0 - 10k,165 - 170,Yes,They are separate,Sometimes,"Yes, I have both",At least once a week,Rarely,Yes,1,1,2,0,-2,-1,0,0,0,-1,-2,-2,1,-1,1,0,-1,1,-2,0,0,0,1,0,0,1,0,-2,-2,1,-2,2,-36.1261
Female,150k - 200k,170 - 175,Yes,They are separate,Never,"Yes, I have both",More than three times a week,Rarely,No,-2,-2,2,0,-2,-2,0,-1,1,1,-2,2,-2,2,1,-1,0,2,1,-1,1,-2,2,1,0,0,2,1,-2,1,0,0,1.60582
Male,200k above,170 - 175,Yes,They complement each other,Sometimes,"Yes, I have both",No,Rarely,Yes,1,2,0,-1,2,0,0,1,1,1,0,-2,0,0,0,-1,0,0,0,2,1,-2,1,0,0,-2,2,0,-2,1,0,0,-5.25475
Male,150k - 200k,175 - 180,Yes,They complement each other,Never,"Yes, I have both",At least once a month,Rarely,No,0,-2,1,0,1,1,1,-1,0,1,-1,0,0,1,1,0,-2,0,1,0,0,-2,0,0,0,-2,0,0,-2,1,1,0,0.918389
Female,10k - 15k,170 - 175,Yes,They complement each other,Never,"Yes, I have family",More than three times a week,Always,Yes,1,1,1,0,1,1,0,0,-1,0,-2,-2,0,1,0,2,1,1,-2,0,0,-2,-2,1,0,-2,0,1,-2,1,0,0,-3.83186
Male,15k - 20k,160 - 165,Yes,They complement each other,Rarely,"Yes, I have both",More than three times a week,Always,Yes,0,0,1,0,0,1,0,-2,2,1,0,0,-1,1,0,-1,-2,0,1,-2,0,-1,1,0,0,0,0,-1,1,1,1,-2,19.9323
Male,0 - 10k,190 above,Yes,They are separate,Sometimes,"Yes, I have both",No,Rarely,No,1,1,1,-1,1,-1,-1,0,0,0,-2,2,2,2,0,1,-1,1,0,1,0,0,-2,0,1,2,-2,-2,-2,-1,0,0,-18.905
Female,0 - 10k,170 - 175,Yes,They complement each other,Rarely,"Yes, I have family",At least once a week,Always,Yes,-1,-1,0,-1,-2,-2,-1,-1,-1,0,-1,-2,0,0,0,-1,0,1,1,-1,0,-1,-2,0,-2,-2,0,-2,0,1,1,-2,-2.00679
Male,0 - 10k,160 - 165,Yes,They complement each other,Rarely,No,More than three times a week,Never,Yes,-2,1,1,-2,-2,1,0,0,0,1,-2,1,1,0,1,-1,-2,0,0,-2,0,0,0,0,-2,1,-2,-2,-2,0,0,1,-32.1651
Female,150k - 200k,150 - 155,Yes,They complement each other,Rarely,"Yes, I have both",At least once a week,Rarely,Yes,1,0,1,0,1,-2,2,1,0,1,-2,0,-2,0,0,0,1,1,2,-2,0,-1,0,1,0,-2,0,0,-1,0,0,0,-8.45662
Male,50k - 80k,175 - 180,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a week,Rarely,No,-2,0,1,0,2,-2,1,-2,0,2,1,0,1,1,0,1,-2,2,1,0,1,-1,1,-2,1,1,0,0,-2,-2,1,2,19.0351
Male,50k - 80k,175 - 180,Yes,They are separate,Never,"Yes, I have family",No,Sometimes,No,1,0,0,2,-2,0,0,0,-2,1,-1,0,0,2,-1,1,-1,0,-2,0,-2,1,-1,1,1,2,-1,2,0,0,-1,0,12.0014
Male,120k - 150k,170 - 175,Yes,They complement each other,Never,No,At least once a week,Always,Yes,-1,0,2,2,2,1,-2,-1,0,2,-1,1,-2,-2,0,-2,-2,1,0,0,2,-1,2,1,1,1,0,2,-1,0,0,-1,10.6599
Male,10k - 15k,185 - 190,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a week,Sometimes,Yes,1,1,1,1,0,0,1,1,2,0,-2,0,0,1,1,-2,1,0,1,0,0,-1,1,0,2,-1,1,1,1,1,0,-1,-7.22549
Male,0 - 10k,160 - 165,No,They complement each other,Rarely,"Yes, I have family",At least once a week,Rarely,Yes,0,1,1,-1,0,0,0,0,-2,2,0,-2,1,0,-2,-1,-1,1,0,1,-2,-2,0,0,-2,1,0,2,1,1,-2,0,-32.1658
Other,15k - 20k,175 - 180,Yes,They complement each other,Never,"Yes, I have both",At least once a week,Always,Yes,0,1,0,1,1,0,2,1,-2,1,0,0,1,0,1,1,-2,0,1,1,1,0,0,0,0,2,-2,1,-2,-2,0,0,-9.58352
Female,0 - 10k,150 - 155,Yes,They complement each other,Rarely,"Yes, I have family",At least once a month,Sometimes,Yes,-1,-2,1,0,-1,0,0,-2,0,1,-2,0,0,0,-2,1,-1,0,-2,0,-2,1,0,1,-2,2,-2,-2,1,0,0,1,-43.9638
Male,200k above,175 - 180,Yes,They are separate,Rarely,"Yes, I have both",No,Rarely,Yes,-1,-2,2,0,2,1,0,-2,0,1,-1,0,0,1,0,-2,0,2,-2,-2,2,-1,0,-2,2,-2,1,0,-1,1,1,-1,11.0849
Female,20k - 50k,160 - 165,Yes,They complement each other,Never,"Yes, I have family",More than three times a week,Sometimes,Yes,-2,-1,2,2,1,1,0,-2,2,2,-2,1,-1,1,0,-1,-2,2,-2,-1,0,0,1,1,0,-1,1,2,-2,2,1,0,11.6972
Female,20k - 50k,155 - 160,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a month,Sometimes,Yes,-2,-1,0,2,1,1,-1,-2,1,1,-2,0,-1,1,0,-2,1,2,1,-1,1,0,1,0,0,-1,2,1,-1,1,1,0,5.17988
Male,0 - 10k,175 - 180,Yes,They are separate,Always,"Yes, I have both",Rarely,Sometimes,Yes,2,2,1,0,0,1,0,2,0,0,-2,0,2,-1,1,1,-1,-1,-1,1,1,1,1,0,-1,0,-1,2,-1,0,-2,2,-24.2639
Male,0 - 10k,190 above,No,They complement each other,Sometimes,"Yes, I have both",No,Always,Yes,-2,-1,0,2,-2,0,-2,-1,0,0,-2,-2,-1,0,2,0,1,0,0,-2,-2,0,-2,0,0,-1,0,-2,-2,0,0,-2,-12.7681
Female,80k - 120k,175 - 180,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a month,Always,Yes,0,0,1,0,0,1,-1,-2,1,2,0,0,1,0,1,1,1,2,0,1,1,-1,1,1,0,-1,2,1,2,2,1,0,34.8128
Female,200k above,170 - 175,Yes,They are separate,Always,"Yes, I have both",At least once a month,Never,No,0,0,0,1,0,1,0,0,1,2,0,0,-2,2,0,0,0,2,1,0,2,-1,2,0,-2,0,0,-2,1,0,1,-2,2.01044
Female,0 - 10k,160 - 165,Yes,They conflict,Always,"Yes, I have both",More than three times a week,Sometimes,Yes,0,-1,1,-1,1,1,-1,-1,0,0,0,-1,-1,1,1,-1,0,1,1,-1,0,-1,2,1,1,-1,1,1,-1,1,1,-1,-4.25632
Female,20k - 50k,150 - 155,Yes,They conflict,Rarely,"Yes, I have both",At least once a month,Always,No,2,1,0,-1,0,0,0,-2,-2,0,0,1,-1,2,0,1,-2,1,0,0,-2,0,-2,0,1,-2,-2,1,1,0,2,1,14.405
Female,150k - 200k,170 - 175,Yes,They are separate,Never,"Yes, I have both",At least once a week,Always,Yes,2,2,1,0,0,-2,1,2,-2,2,0,0,0,0,1,1,-2,0,0,0,0,0,-2,2,2,0,1,2,0,0,-2,-1,-10.0747
Male,150k - 200k,175 - 180,Yes,They are separate,Sometimes,"Yes, I have both",No,Always,No,1,0,0,0,0,-2,-2,-2,-2,-2,-1,-1,-2,0,-2,1,-1,0,-2,-1,1,-1,0,1,0,1,0,-2,-1,0,0,-1,-3.46355
Male,0 - 10k,160 - 165,Yes,They are separate,Rarely,"Yes, I have both",At least once a week,Rarely,Yes,-2,0,2,-2,1,1,1,0,1,1,-1,1,-1,-2,0,-2,-1,-1,-1,-1,0,-2,1,1,-2,-2,0,0,0,0,-2,-1,-25.0814
Male,10k - 15k,155 - 160,Yes,They complement each other,Always,"Yes, I have friends",More than three times a week,Never,No,1,2,1,2,0,0,0,0,0,1,1,-2,0,1,-2,1,0,2,1,0,-2,0,0,0,1,0,-1,0,2,0,-2,1,-15.884
Male,150k - 200k,170 - 175,Yes,They complement each other,Never,"Yes, I have both",More than three times a week,Sometimes,Yes,-2,0,1,2,1,2,0,0,2,1,-1,1,1,1,2,-1,0,1,-2,0,0,-1,2,2,-2,-2,1,1,0,1,0,0,-4.79073
Female,120k - 150k,155 - 160,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a month,Rarely,No,-2,-2,1,-1,0,0,0,0,1,0,-1,0,-1,-2,-2,-2,1,0,1,0,1,0,1,0,1,0,0,-2,-2,0,1,-1,-1.97019
Male,0 - 10k,165 - 170,Yes,They are separate,Sometimes,No,More than three times a week,Never,Yes,0,0,2,0,-1,1,-2,-1,1,1,-1,0,0,1,2,0,0,1,1,0,0,-2,0,0,0,1,1,0,-1,1,0,2,-19.9482
Female,15k - 20k,150 - 155,Yes,They complement each other,Sometimes,"Yes, I have both",More than three times a week,Always,Yes,-2,-2,0,-2,1,1,0,-1,0,1,1,-2,-2,0,0,0,0,1,1,-1,1,-1,0,0,0,0,-2,-2,-1,1,1,-2,9.55654
Male,0 - 10k,175 - 180,Yes,They are separate,Never,"Yes, I have both",More than three times a week,Rarely,Yes,1,2,1,-1,1,1,0,0,1,0,-2,0,2,0,0,-2,-1,1,0,1,1,0,1,1,0,0,0,0,-2,1,0,-2,-15.8388
Male,200k above,160 - 165,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a month,Rarely,Yes,-2,-2,0,0,-1,0,0,0,2,1,-2,-1,1,0,1,-1,0,0,1,0,0,-2,0,0,0,0,1,-1,1,0,1,0,-1.4319
Female,200k above,155 - 160,No,They complement each other,Rarely,"Yes, I have both",No,Never,Yes,0,-2,1,0,0,1,2,1,1,0,-2,-1,1,0,-2,-1,-2,1,0,0,0,1,0,1,1,1,0,1,2,0,0,-2,-3.2667
Male,15k - 20k,175 - 180,Yes,They complement each other,Never,"Yes, I have both",Rarely,Always,Yes,0,1,2,1,1,1,-2,1,1,2,1,0,0,1,0,1,-2,1,-2,1,0,0,0,2,-2,2,1,2,1,1,-2,-2,-0.14196
Male,15k - 20k,165 - 170,Yes,They complement each other,Rarely,"Yes, I have both",At least once a month,Rarely,Yes,1,1,0,1,2,-2,0,0,0,1,-2,0,2,0,-2,0,-2,-1,-2,1,-2,2,-2,0,1,0,-1,1,0,-2,-2,-2,-7.46102
Female,150k - 200k,160 - 165,Yes,They are separate,Always,"Yes, I have family",More than three times a week,Sometimes,Yes,1,2,2,-1,1,-1,-2,1,-2,1,1,0,2,1,0,1,-1,1,1,1,0,1,0,-2,1,0,-2,1,0,0,0,-1,2.58146
Female,0 - 10k,160 - 165,Yes,They complement each other,Always,"Yes, I have friends",Rarely,Always,Yes,-1,1,1,-1,0,-1,1,1,0,0,-1,1,0,0,0,0,-1,2,1,0,0,0,1,1,0,0,0,1,0,0,-1,0,-11.5928
Male,150k - 200k,185 - 190,Yes,They complement each other,Never,"Yes, I have both",More than three times a week,Rarely,Yes,-2,-2,1,1,0,0,1,-2,-2,1,-1,0,-1,-2,1,0,0,0,1,-2,0,0,0,1,-2,0,0,0,1,0,0,0,-6.91643
Female,0 - 10k,170 - 175,Yes,They conflict,Sometimes,"Yes, I have both",At least once a month,Sometimes,No,1,1,0,0,0,0,1,1,0,0,1,1,1,0,-1,2,-1,1,-1,1,0,1,0,0,0,1,0,0,1,-1,0,1,-10.9295
Male,200k above,175 - 180,Yes,They are separate,Rarely,"Yes, I have both",At least once a week,Rarely,Yes,-1,-1,2,2,-2,1,-2,-1,0,1,-2,-2,-2,0,2,-2,2,1,0,-1,1,-2,1,1,-2,-2,1,2,-1,2,0,1,16.6027
Male,120k - 150k,180 - 185,Yes,They complement each other,Rarely,"Yes, I have both",Rarely,Sometimes,Yes,-1,-2,0,0,1,-2,-1,-2,2,0,-2,1,2,0,0,-2,0,1,-2,1,0,1,1,1,-1,0,-2,-2,-2,0,0,0,1.60644
Male,200k above,160 - 165,Yes,They are separate,Sometimes,"Yes, I have both",At least once a month,Sometimes,Yes,-1,-2,1,1,0,-2,0,-1,0,1,-2,-2,0,1,-2,-1,-2,1,-2,-2,0,0,1,1,0,0,-2,-2,-2,0,1,0,2.67485
Other,10k - 15k,180 - 185,Yes,They complement each other,Sometimes,No,More than three times a week,Sometimes,Yes,1,1,0,1,1,-2,2,0,0,-1,2,1,-1,1,0,-2,-2,0,-2,1,1,-2,1,0,0,0,-2,-2,-1,-2,1,0,-5.33716
Male,0 - 10k,180 - 185,Yes,They complement each other,Always,"Yes, I have both",At least once a week,Always,Yes,-1,-1,2,0,1,1,-1,-1,2,1,-1,1,0,1,1,-1,-1,2,1,0,1,-1,1,0,0,1,2,1,-1,1,0,1,0.322609
Male,0 - 10k,180 - 185,Yes,They are separate,Sometimes,"Yes, I have both",At least once a week,Always,Yes,1,0,1,1,0,1,0,-1,-1,1,-1,-1,-1,1,0,0,0,1,1,0,1,-1,1,1,1,1,1,1,-1,1,1,0,-3.3166
Female,150k - 200k,155 - 160,Yes,They complement each other,Never,"Yes, I have both",At least once a month,Rarely,Yes,-1,2,2,0,0,0,0,0,2,1,0,-1,-2,1,1,1,-2,1,1,-2,1,-1,0,2,2,0,0,0,-2,1,0,-1,-17.5846
Male,0 - 10k,155 - 160,Yes,They are separate,Always,No,At least once a month,Rarely,No,2,2,-2,-1,0,0,2,0,-1,0,0,-2,2,-2,0,1,-1,0,-1,1,0,1,-1,0,0,2,-2,-1,1,-2,0,1,-30.2734
Female,10k - 15k,155 - 160,Yes,They complement each other,Always,"Yes, I have friends",At least once a month,Always,No,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,2,0,0,1,-7.42944
Female,200k above,165 - 170,Yes,They complement each other,Rarely,"Yes, I have both",More than three times a week,Always,Yes,-2,-2,1,1,2,1,0,-1,0,1,-1,0,0,0,1,-2,-1,1,0,-2,2,0,2,-2,0,1,0,0,-1,0,0,-1,5.55294
Other,0 - 10k,165 - 170,Yes,They complement each other,Rarely,No,At least once a month,Sometimes,Yes,1,2,-2,-2,0,-2,0,0,-2,-1,-1,1,-2,-2,0,0,-1,2,-2,1,-1,0,-2,-2,0,2,0,1,-2,0,0,1,-34.1951
Male,0 - 10k,170 - 175,Yes,They conflict,Rarely,"Yes, I have both",At least once a week,Never,No,1,1,0,-2,0,-1,0,-2,0,0,0,0,1,1,0,0,1,1,0,-2,0,-1,1,0,2,1,-1,0,0,0,0,0,-40.1843
Male,15k - 20k,155 - 160,Yes,They are separate,Never,"Yes, I have family",At least once a week,Rarely,No,0,2,0,-1,0,-2,1,0,-2,1,0,1,1,2,1,0,-2,1,0,2,1,0,2,1,1,1,-2,1,1,0,1,0,-6.2382
Female,0 - 10k,140 - 150,Yes,They complement each other,Sometimes,"Yes, I have both",Rarely,Sometimes,Yes,-1,-1,1,-1,-2,1,-1,-1,1,0,-2,0,0,0,1,-1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,-4.79009
Male,120k - 150k,150 - 155,Yes,They are separate,Sometimes,"Yes, I have both",No,Rarely,Yes,-2,-2,0,-1,-2,-2,-2,-1,-1,0,0,-1,0,2,0,-2,0,0,1,1,0,1,0,0,-1,1,0,-2,1,0,0,2,-0.124006
Female,0 - 10k,165 - 170,Yes,They are separate,Rarely,"Yes, I have family",No,Sometimes,Yes,0,-2,1,1,-1,0,-2,-2,1,0,-2,-1,1,-2,0,0,2,1,1,-2,-2,2,2,0,1,1,-2,-1,1,0,1,0,-25.7969
Male,0 - 10k,170 - 175,No,They conflict,Always,"Yes, I have friends",Rarely,Always,Yes,1,2,1,2,1,1,-2,0,0,2,-2,2,0,1,2,2,1,2,1,2,0,-1,1,1,2,-2,2,2,0,2,2,-1,-24.8969
Female,10k - 15k,175 - 180,Yes,They complement each other,Never,No,At least once a month,Always,Yes,0,0,2,2,1,2,2,0,0,2,0,0,-2,1,2,-2,0,1,1,-1,2,-2,1,0,1,-2,0,2,0,0,1,0,-13.6938
Male,0 - 10k,180 - 185,Yes,They are separate,Sometimes,"Yes, I have family",No,Sometimes,Yes,-1,-1,1,0,0,1,-1,-2,0,0,-1,-1,0,1,0,0,0,1,0,0,0,0,0,1,-1,0,1,-1,1,0,1,0,-0.191506
Female,120k - 150k,150 - 155,Yes,They complement each other,Rarely,"Yes, I have family",At least once a month,Sometimes,Yes,-2,-1,1,2,2,1,-1,-2,2,2,-1,2,-1,1,-2,-2,2,1,0,-2,0,-2,2,2,1,0,1,0,-2,1,1,-1,1.85639
Female,0 - 10k,140 - 150,Yes,They conflict,Rarely,"Yes, I have both",No,Always,Yes,-1,-1,2,1,0,2,-2,-1,2,1,-2,-1,-2,0,2,-1,2,0,0,-1,1,-1,2,2,-2,-1,2,0,-2,2,1,-1,4.6917
Female,15k - 20k,170 - 175,Yes,They are separate,Never,"Yes, I have family",At least once a month,Never,Yes,2,0,0,0,1,-2,0,0,-1,0,1,1,2,0,-1,1,0,2,-2,0,-2,-2,-1,-2,1,0,-1,-2,0,-2,0,-2,-8.28994
Female,10k - 15k,155 - 160,Yes,They conflict,Sometimes,"Yes, I have both",Rarely,Sometimes,Yes,0,-2,1,-1,-2,0,-2,1,1,1,0,1,0,0,0,-1,-2,1,1,-2,0,0,1,1,0,-2,1,0,-2,0,-2,-2,-8.35058
Female,10k - 15k,165 - 170,Yes,They complement each other,Never,"Yes, I have family",At least once a month,Never,Yes,-1,-1,1,2,0,0,0,-2,1,1,-1,1,0,2,1,0,0,1,0,-1,1,-2,-2,0,2,-1,1,2,-1,0,0,-1,8.82361
Male,120k - 150k,170 - 175,Yes,They complement each other,Sometimes,"Yes, I have family",More than three times a week,Sometimes,Yes,-2,-1,1,-2,0,-1,-1,0,0,0,-2,0,-2,0,0,-1,0,1,0,-2,0,-1,0,1,-2,-2,2,0,-2,1,-2,0,6.18504
Male,0 - 10k,180 - 185,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a month,Rarely,Yes,-2,0,-2,-1,-2,0,-2,0,0,0,0,-2,2,0,-2,-1,1,1,0,-2,-2,-1,0,0,-1,0,0,-1,-1,0,1,-2,-12.3167
Male,150k - 200k,170 - 175,Yes,They complement each other,Always,"Yes, I have friends",No,Always,Yes,1,2,2,-1,-2,1,0,0,-2,0,1,0,1,0,1,0,-1,1,1,0,0,-2,1,2,0,-2,0,2,0,1,1,-1,-0.664145
Other,80k - 120k,170 - 175,Yes,They complement each other,Rarely,"Yes, I have family",No,Always,No,0,0,-2,-1,0,-2,0,-2,-1,-2,-2,-1,1,0,0,-1,-2,1,0,0,-2,0,-2,-1,-2,1,0,-1,1,0,0,1,24.6529
Male,150k - 200k,175 - 180,Yes,They are separate,Always,"Yes, I have family",At least once a week,Rarely,Yes,0,0,1,-2,1,0,-2,-2,2,1,-2,-2,2,1,1,-2,1,1,1,1,1,-2,1,-2,1,-2,0,0,0,2,2,2,3.2011
Female,0 - 10k,165 - 170,Yes,They are separate,Rarely,"Yes, I have both",At least once a week,Rarely,Yes,0,0,1,0,0,0,0,-2,0,0,0,-1,1,-2,0,-2,0,0,-2,0,0,0,0,0,-2,-1,0,0,0,1,-2,-1,-25.5013
Female,0 - 10k,160 - 165,Yes,They complement each other,Rarely,"Yes, I have both",More than three times a week,Never,Yes,1,0,1,-2,2,1,-2,-2,0,1,0,2,-1,-2,-2,-2,-1,1,0,-1,1,-2,0,1,-2,-2,2,1,0,1,0,1,-21.19
Other,150k - 200k,160 - 165,Yes,They are separate,Sometimes,"Yes, I have family",More than three times a week,Never,Yes,0,-2,0,2,2,0,2,-2,-2,2,-2,1,-1,0,2,-2,-2,0,1,0,0,-2,0,1,1,1,1,1,-2,0,0,-2,-10.7047
Male,80k - 120k,165 - 170,Yes,They complement each other,Never,"Yes, I have both",Rarely,Always,Yes,-1,-1,2,1,0,-1,-2,-1,1,1,-1,0,-2,0,2,0,2,0,1,-2,1,0,2,1,2,-2,0,0,-2,1,-2,-1,15.4097
Female,15k - 20k,140 - 150,Yes,They are separate,Sometimes,"Yes, I have family",More than three times a week,Rarely,No,0,0,-1,0,-1,-1,0,-2,-2,-2,0,-2,0,1,0,0,1,2,0,1,0,0,-2,0,-2,2,1,-1,1,1,0,0,-5.16935
Male,20k - 50k,175 - 180,Yes,They are separate,Sometimes,"Yes, I have family",Rarely,Always,Yes,-2,0,0,1,-2,-2,1,-2,0,-2,0,2,-1,0,1,2,-1,2,0,0,1,-1,-2,0,1,0,1,0,-1,1,0,-1,5.55325
Male,15k - 20k,155 - 160,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a week,Never,No,1,0,0,-1,-2,-2,1,1,0,0,0,0,1,-2,0,1,-2,0,-2,0,-2,0,0,1,0,0,0,0,-2,-2,0,0,-11.6307
Female,10k - 15k,165 - 170,Yes,They complement each other,Sometimes,"Yes, I have family",More than three times a week,Never,Yes,-2,-2,1,0,0,0,-2,0,0,1,-1,1,0,1,1,1,0,2,1,0,0,-1,-2,0,2,0,1,1,2,0,2,-2,-5.3854
Female,0 - 10k,150 - 155,Yes,They are separate,Always,"Yes, I have friends",At least once a week,Always,Yes,-2,-2,1,1,1,2,0,-2,1,1,0,0,0,1,2,-2,0,1,1,-1,1,-1,1,1,1,-1,1,0,-2,1,0,-1,-5.7324
Male,0 - 10k,170 - 175,Yes,They complement each other,Rarely,No,At least once a month,Rarely,Yes,0,2,2,-2,0,1,0,-2,0,1,0,0,-2,2,0,-2,-2,0,0,-2,1,-1,2,0,1,0,-2,0,0,-2,2,0,-7.92175
Female,0 - 10k,155 - 160,Yes,They complement each other,Sometimes,No,At least once a week,Never,No,0,1,2,-1,0,-1,0,-2,-2,0,2,-2,0,-1,0,1,-1,0,0,1,0,0,1,0,0,0,-1,-2,-2,-2,-2,2,-21.8672
Female,0 - 10k,160 - 165,Yes,They complement each other,Sometimes,"Yes, I have both",More than three times a week,Sometimes,Yes,0,-1,1,-2,-2,0,1,0,-2,0,-2,0,-2,0,2,-2,0,2,0,1,1,0,0,1,0,-2,1,-2,-2,1,1,0,-12.216
Male,80k - 120k,175 - 180,Yes,They are separate,Sometimes,"Yes, I have family",At least once a month,Sometimes,Yes,-2,-2,1,2,0,-2,0,0,0,1,-1,-1,1,-2,0,1,0,0,-1,-1,-2,1,0,1,-2,0,0,-2,0,-2,-2,0,15.4786
Male,200k above,160 - 165,Yes,They are separate,Always,"Yes, I have family",At least once a week,Always,Yes,-2,-2,1,-2,0,0,1,-1,0,0,-2,1,1,-2,0,0,0,2,2,-2,0,-1,0,1,1,0,1,2,-1,1,-1,-1,10.8522
Male,0 - 10k,175 - 180,Yes,They complement each other,Sometimes,"Yes, I have both",More than three times a week,Rarely,No,2,2,2,0,-1,-2,0,0,-2,-2,0,-2,-2,0,0,0,-1,1,-1,1,0,-2,0,1,-2,2,-2,-1,0,0,0,1,-8.06227
Female,10k - 15k,165 - 170,No,They complement each other,Never,"Yes, I have family",More than three times a week,Sometimes,Yes,0,-2,1,0,-2,1,1,0,0,0,0,1,1,-2,0,-1,0,1,1,0,0,-2,-2,1,0,1,0,-2,0,1,2,0,3.03833
Female,150k - 200k,150 - 155,Yes,They conflict,Rarely,No,More than three times a week,Always,Yes,1,-2,1,1,0,1,0,-1,0,0,1,-2,1,-2,0,0,0,1,0,1,-2,-2,-2,2,0,-2,1,0,-2,2,1,0,-2.12869
Female,20k - 50k,165 - 170,Yes,They are separate,Never,"Yes, I have family",At least once a week,Sometimes,No,-2,0,1,1,-1,-2,1,-2,1,-1,0,1,-2,2,0,0,0,1,-2,-1,-2,-2,-2,0,0,-2,0,-2,1,1,-2,0,-7.09715
Female,0 - 10k,160 - 165,Yes,They are separate,Sometimes,"Yes, I have both",Rarely,Always,Yes,-1,-2,-2,0,-1,-1,2,-1,-2,-1,-2,-1,-2,-2,0,-1,1,1,-2,1,0,-2,0,-2,0,2,0,0,1,0,0,2,-10.4138
Female,50k - 80k,165 - 170,Yes,They complement each other,Always,"Yes, I have family",More than three times a week,Sometimes,Yes,0,0,1,0,-1,0,0,0,0,1,0,-1,0,-2,-1,1,0,1,0,0,0,1,-2,0,-1,-1,-1,-1,0,0,0,0,13.1057
Female,0 - 10k,165 - 170,Yes,They are separate,Always,"Yes, I have both",More than three times a week,Always,No,0,1,1,-1,-1,0,-1,-1,-1,0,1,0,1,0,0,0,-1,1,0,1,0,-1,0,1,0,1,0,0,0,0,1,1,-11.5928
Male,150k - 200k,185 - 190,Yes,They complement each other,Rarely,"Yes, I have both",At least once a month,Never,Yes,0,0,2,2,1,1,0,-1,1,1,-2,1,-2,0,0,0,0,1,-2,0,1,-1,2,2,0,-1,0,0,-1,0,0,0,-0.00132377
Male,0 - 10k,180 - 185,Yes,They complement each other,Sometimes,"Yes, I have both",No,Never,No,-2,-2,1,2,-2,0,-1,0,0,0,-2,0,-1,0,-1,-2,0,1,1,0,1,-2,0,1,1,1,-2,-2,-2,0,1,-1,3.29994
Male,0 - 10k,170 - 175,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a month,Never,No,-2,-2,0,-1,0,-2,0,-1,0,-2,-2,1,-1,1,-2,1,-2,0,0,-2,1,-2,0,-2,0,1,1,-1,0,0,1,1,-2.75554
Male,0 - 10k,170 - 175,Yes,They are separate,Rarely,"Yes, I have both",No,Always,Yes,0,0,0,0,0,0,0,0,-1,1,-1,0,1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,2,0,1,1,0,0,0,-5.56394
Male,150k - 200k,170 - 175,Yes,They are separate,Never,"Yes, I have family",At least once a month,Rarely,No,-2,-2,2,0,0,-1,-2,-1,0,1,0,1,0,0,1,-1,-2,2,1,-2,1,-1,1,0,1,-2,1,1,-1,0,-2,-1,6.581
